word;word_fr_accent
editorialiste;éditorialiste
editorials;éditorials
editoriaux;éditoriaux
editrice;éditrice
editrices;éditrices
edits;édits
educateur;éducateur
educateurs;éducateurs
educatif;éducatif
educatifs;éducatifs
education;éducation
educationnel;éducationnel
educationnelle;éducationnelle
educationnelles;éducationnelles
educations;éducations
educative;éducative
educatives;éducatives
educatrice;éducatrice
educatrices;éducatrices
edulcorant;édulcorant
edulcorants;édulcorants
edulcoree;édulcorée
edulcorees;édulcorées
eduque;éduqué
eduquee;éduquée
eduquees;éduquées
eduquer;éduquer
effectuee;effectuée
effectuees;effectuées
efferente;efférente
efficacite;efficacité
efficacites;efficacités
effondree;effondrée
efforcee;efforcée
egal;égal
egalant;égalant
egale;égale
egalement;également
egales;égales
egalisation;égalisation
egaliseur;égaliseur
egalitaire;égalitaire
egalite;égalité
egalites;égalités
egard;égard
egards;égards
egare;égaré
egarement;égarement
egares;égarés
egaux;égaux
egeen;égéen
egeens;égéens
egeries;égéries
egide;égide
eglantine;églantine
eglise;église
eglises;églises
eglogue;églogue
egocentriques;égocentriques
egocentrisme;égocentrisme
egoisme;égoïsme
egoiste;égoïste
egotisme;égotisme
egotiste;égotiste
egouts;égouts
egouttage;égouttage
egyptien;égyptien
egyptienne;égyptienne
egyptiennes;égyptiennes
egyptiens;égyptiens
egyptologie;égyptologie
egyptologique;égyptologique
egyptologue;égyptologue
ejectees;éjectées
ejecter;éjecter
ejection;éjection
ejections;éjections
elabora;élabora
elaborais;élaborais
elaborant;élaborant
elaborateurs;élaborateurs
elaboration;élaboration
elaborations;élaborations
elaboree;élaborée
elaborees;élaborées
elaborent;élaborent
elaborer;élaborer
elaborera;élaborera
elaboreront;élaboreront
elabores;élaborés
elaborons;élaborons
elagage;élagage
elaguer;élaguer
elagues;élagués
elan;élan
elancees;élancées
elancement;élancement
elances;élancés
elargi;élargi
elargie;élargie
elargies;élargies
elargir;élargir
elargis;élargis
elargissant;élargissant
elargissement;élargissement
elargissements;élargissements
elargissent;élargissent
elargissons;élargissons
elargit;élargit
elasmobranches;élasmobranches
elasticite;élasticité
elastine;élastine
elastines;élastines
elastique;élastique
elastiques;élastiques
elastomere;élastomère
elastomeres;élastomères
eleates;éléates
electeur;électeur
electeurs;électeurs
electif;électif
electifs;électifs
election;élection
elections;élections
elective;élective
electives;électives
electoral;électoral
electorale;électorale
electorales;électorales
electoraux;électoraux
electret;électret
electrets;électrets
electriciens;électriciens
electricite;électricité
electrification;électrification
electrifies;électrifiés
electrique;électrique
electriquement;électriquement
electriques;électriques
electrisation;électrisation
electro;électro
electroacoustique;électroacoustique
electroacoustiques;électroacoustiques
electrocardiogramme;électrocardiogramme
electrocardiogrammes;électrocardiogrammes
electrocardiographie;électrocardiographie
electrochimie;électrochimie
electrochimique;électrochimique
electrochimiquement;électrochimiquement
electrochimiques;électrochimiques
electrochoc;électrochoc
electrocinetique;électrocinétique
electrocinetiques;électrocinétiques
electrocoagulation;électrocoagulation
electrode;électrode
electrodeposition;électrodéposition
electrodes;électrodes
electrodialyse;électrodialyse
electrodynamique;électrodynamique
electrodynamiques;électrodynamiques
electrofondu;électrofondu
electrogene;électrogène
electrogrammes;électrogrammes
electrologie;électrologie
electroluminescence;électroluminescence
electroluminescente;électroluminescente
electroluminescentes;électroluminescentes
electroluminescents;électroluminescents
electrolyse;électrolyse
electrolysee;électrolysée
electrolyses;électrolyses
electrolyseur;électrolyseur
electrolyseurs;électrolyseurs
electrolyte;électrolyte
electrolytes;électrolytes
electrolytique;électrolytique
electrolytiques;électrolytiques
electromagnetique;électromagnétique
electromagnetiques;électromagnétiques
electromagnetisme;électromagnétisme
electromecanique;électromécanique
electromecaniques;électromécaniques
electromenager;électroménager
electrometallurgistes;électrométallurgistes
electromotrice;électromotrice
electromyographie;électromyographie
electron;électron
electronegativites;électronégativités
electronicien;électronicien
electroniciens;électroniciens
electronique;électronique
electroniquement;électroniquement
electroniques;électroniques
electronisation;électronisation
electrons;électrons
electronucleaire;électronucléaire
electrophile;électrophile
electrophiles;électrophiles
electrophorese;électrophorèse
electrophoreses;électrophorèses
electrophoretique;électrophorétique
electrophoretiques;électrophorétiques
electrophysiologie;électrophysiologie
electrophysiologies;électrophysiologies
electrophysiologique;électrophysiologique
electrophysiologiques;électrophysiologiques
electropneumatique;électropneumatique
electropneumatiques;électropneumatiques
electroradiologie;électroradiologie
electrostatique;électrostatique
electrostatiques;électrostatiques
electrotechnicien;électrotechnicien
electrotechnique;électrotechnique
electrotechniques;électrotechniques
electrothermique;électrothermique
electrothermiques;électrothermiques
elegance;élégance
elegante;élégante
elegants;élégants
elegiaque;élégiaque
elegiaques;élégiaques
elegie;élégie
elegies;élégies
element;élément
elementaire;élémentaire
elementaires;élémentaires
elements;éléments
elephants;éléphants
elevage;élevage
elevages;élevages
elevait;élevait
elevant;élevant
elevateur;élévateur
elevation;élévation
elevee;élevée
elevees;élevées
elever;élever
eleveurs;éleveurs
elie;élie
eligibilite;éligibilité
eligible;éligible
eligibles;éligibles
eliminant;éliminant
elimination;élimination
eliminatoires;éliminatoires
eliminees;éliminées
eliminer;éliminer
elire;élire
elisabethain;élisabéthain
elisabethaine;élisabéthaine
elisabethains;élisabéthains
elitaire;élitaire
elitaires;élitaires
elite;élite
elites;élites
elitisme;élitisme
elitiste;élitiste
ellipsoidale;ellipsoïdale
ellipsoide;ellipsoïde
ellipsoides;ellipsoïdes
ellipticite;ellipticité
elocution;élocution
elodees;élodées
eloge;éloge
eloges;éloges
elogieuse;élogieuse
elogieux;élogieux
eloignant;éloignant
eloignee;éloignée
eloignees;éloignées
eloignement;éloignement
eloignent;éloignent
eloigner;éloigner
eloignerons;éloignerons
eloignes;éloignés
elongation;élongation
elongations;élongations
eloquence;éloquence
eloquent;éloquent
eloquente;éloquente
eloquents;éloquents
elu;élu
eluant;éluant
elucidation;élucidation
elucide;élucidé
elucidee;élucidée
elucidees;élucidées
elucider;élucider
elucides;élucidés
elucubrations;élucubrations
elue;élue
eluee;éluée
elues;élues
elus;élus
elution;élution
elysee;elysée
elyseennes;élyséennes
elysees;élysées
email;émail
emaillages;émaillages
emaille;émaillé
emailles;émaillés
emanaient;émanaient
emanait;émanait
emanant;émanant
emanation;émanation
emanations;émanations
emancipateur;émancipateur
emancipation;émancipation
emancipations;émancipations
emancipatrice;émancipatrice
emancipee;émancipée
emanciper;émanciper
emane;émane
emanent;émanent
emarge;émarge
emargeant;émargeant
emargent;émargent
emargeons;émargeons
emarger;émarger
embarquee;embarquée
embarquees;embarquées
embauchee;embauchée
emblee;emblée
emblematique;emblématique
emblematiques;emblématiques
embleme;emblème
emblemes;emblèmes
emboitement;emboîtement
emboiture;emboîture
embouteillee;embouteillée
embryogenese;embryogenèse
emeches;éméchés
emeraude;émeraude
emergeant;émergeant
emergee;émergée
emergence;émergence
emergences;émergences
emergent;émergent
emergente;émergente
emergentes;émergentes
emergents;émergents
emerger;émerger
emerges;émergés
emeritat;éméritat
emeritats;éméritats
emerite;émérite
emerites;émérites
emersion;émersion
emersions;émersions
emerveillement;émerveillement
emet;émet
emetiques;émétiques
emettant;émettant
emettent;émettent
emetteur;émetteur
emetteurs;émetteurs
emettons;émettons
emettre;émettre
emettrices;émettrices
emeute;émeute
emeutes;émeutes
emeutiers;émeutiers
emiettement;émiettement
emigrant;émigrant
emigrants;émigrants
emigration;émigration
emigrations;émigrations
emigre;émigré
emigrer;émigrer
emigres;émigrés
emiliens;émiliens
eminemment;éminemment
eminence;éminence
eminences;éminences
eminent;éminent
eminente;éminente
eminents;éminents
emir;émir
emirats;émirats
emis;émis
emise;émise
emises;émises
emissaires;émissaires
emission;émission
emissions;émissions
emissive;émissive
emissives;émissives
emissivite;émissivité
emittance;émittance
emmenage;emménagé
emmuree;emmurée
emoi;émoi
emotif;émotif
emotion;émotion
emotionnel;émotionnel
emotionnelle;émotionnelle
emotionnelles;émotionnelles
emotionnels;émotionnels
emotions;émotions
emotive;émotive
emparee;emparée
empechant;empêchant
empechee;empêchée
empechees;empêchées
empechement;empêchement
empechements;empêchements
empechent;empêchent
empecher;empêcher
empecheurs;empêcheurs
emphysemateux;emphysémateux
emphyseme;emphysème
emphyteose;emphytéose
emphyteotique;emphytéotique
emphyteotiques;emphytéotiques
empietaient;empiétaient
empieter;empiéter
empilees;empilées
empiricite;empiricité
employabilite;employabilité
employe;employé
employee;employée
employees;employées
employes;employés
empoussierement;empoussièrement
empruntee;empruntée
empruntees;empruntées
emulation;émulation
emule;émule
emuler;émuler
emules;émules
emulsifiant;émulsifiant
emulsifiants;émulsifiants
emulsifiassions;émulsifiassions
emulsion;émulsion
emulsionnes;émulsionnés
emulsions;émulsions
enantiomere;énantiomère
enantiomeres;énantiomères
enarques;énarques
encadree;encadrée
encadrees;encadrées
encapsulees;encapsulées
encastree;encastrée
encephale;encéphale
encephalique;encéphalique
encephaliques;encéphaliques
encephalite;encéphalite
encephalographie;encéphalographie
encephalomyelite;encéphalomyélite
enchantee;enchantée
enchassee;enchâssée
enchassees;enchâssées
enchasses;enchâssés
encheres;enchères
enchevetrees;enchevêtrées
enchevetrement;enchevêtrement
enchevetrements;enchevêtrements
enclenchee;enclenchée
encodee;encodée
encodees;encodées
encombrees;encombrées
encouragee;encouragée
encyclopedie;encyclopédie
encyclopedies;encyclopédies
encyclopedique;encyclopédique
encyclopediques;encyclopédiques
encyclopedisme;encyclopédisme
encyclopediste;encyclopédiste
encyclopedistes;encyclopédistes
endemicite;endémicité
endemie;endémie
endemique;endémique
endemiques;endémiques
endemisme;endémisme
endogene;endogène
endogenes;endogènes
endometre;endomètre
endommagee;endommagée
endommagees;endommagées
endossees;endossées
endothelial;endothélial
endotheliale;endothéliale
endotheliales;endothéliales
endotheliaux;endothéliaux
endothelium;endothélium
endotheliums;endothéliums
energetique;énergétique
energetiquement;énergétiquement
energetiques;énergétiques
energie;énergie
energies;énergies
energisantes;énergisantes
enfermee;enfermée
engagee;engagée
engagees;engagées
engendree;engendrée
engendrees;engendrées
engrenement;engrènement
enherbees;enherbées
enigmatique;énigmatique
enigmatiques;énigmatiques
enigme;énigme
enigmes;énigmes
enkephalines;enképhalines
enlacee;enlacée
enlevement;enlèvement
enneades;ennéades
enoncee;énoncée
enoncees;énoncées
enoncer;énoncer
enonces;énoncés
enonciateur;énonciateur
enonciateurs;énonciateurs
enonciatif;énonciatif
enonciatifs;énonciatifs
enonciation;énonciation
enonciations;énonciations
enonciative;énonciative
enonciatives;énonciatives
enorme;énorme
enormement;énormément
enormes;énormes
enquete;enquête
enquetent;enquêtent
enqueter;enquêter
enqueteur;enquêteur
enqueteurs;enquêteurs
enregistree;enregistrée
enregistrees;enregistrées
enrobee;enrobée
enrobees;enrobées
enrolant;enrôlant
enrole;enrôlé
enroles;enrôlés
enseignee;enseignée
